,ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
870,881,68.16866599,165.0,13.5,3.4,7.0,6.0,15.7,Automatic,172.0,MINIVAN,1.02,10.0,19.0,11.8,Petrol,28.0
871,882,48.84646087,377.0,18.6,5.0,2.0,8.0,17.1,Automatic,330.0,VAN - CARGO,1.48,10.0,19.0,13.7,Gas,16.0
872,883,54.98212318,405.0,28.9,5.5,5.0,11.0,22.2,Automatic,306.0,SUV - SMALL,1.47,10.0,27.0,14.7,Petrol,11.0
873,884,66.03102487,249.0,9.4,3.4,4.0,6.0,12.6,Automatic,166.0,MID-SIZE,1.32,10.0,17.0,10.2,Petrol,22.0
874,885,79.71232201,212.0,11.5,2.2,5.0,4.0,9.9,Automatic,121.0,MID-SIZE,1.21,10.0,17.0,6.5,Diesel,31.0
875,886,57.17769813,265.0,17.8,5.3,17.0,11.0,13.6,Automatic,234.0,PICKUP TRUCK - STANDARD,1.36,10.0,23.0,12.0,Petrol,13.0
876,887,66.25604899,315.0,16.2,3.8,5.0,11.0,13.3,Automatic,305.0,FULL-SIZE,1.68,10.0,16.0,11.3,Gas,24.0
877,888,150.5518475,190.0,10.3,2.4,13.0,4.0,7.4,Automatic,107.0,SUV - SMALL,1.27,10.0,11.0,5.3,Petrol,58.0
878,889,97.68245303,229.0,9.6,2.0,5.0,4.0,8.8,Manual,102.0,COMPACT,1.38,10.0,20.0,7.7,Petrol,31.0
879,890,67.74258097,328.0,19.1,4.8,5.0,8.0,12.1,Automatic,307.0,MID-SIZE,1.46,10.0,21.0,9.7,Gas,24.0
880,891,60.25125525,238.0,16.1,5.2,7.0,6.0,10.3,Automatic,157.0,SUV - SMALL,1.48,10.0,21.0,9.0,Gas,23.0
881,892,83.90006878,266.0,7.6,1.5,5.0,4.0,8.5,Manual,99.0,MINICOMPACT,1.26,10.0,15.0,6.5,Petrol,47.0
882,893,85.13092089,204.0,12.0,1.9,4.0,4.0,9.5,Automatic,105.0,MINICOMPACT,1.26,10.0,16.0,6.8,Gas,38.0
883,894,96.67455058,276.0,6.7,3.2,7.0,6.0,12.0,Automatic,164.0,PICKUP TRUCK - STANDARD,1.43,10.0,21.0,6.1,Petrol,25.0
884,895,66.94425703,215.0,12.6,2.3,5.0,4.0,12.4,Automatic,157.0,SUV - SMALL,1.11,10.0,17.0,9.3,Petrol,23.0
885,896,71.14722256,316.0,22.1,4.8,5.0,8.0,24.0,Automatic,271.0,PICKUP TRUCK - STANDARD,1.05,10.0,22.0,19.8,Petrol,21.0
886,898,111.8745469,221.0,12.9,2.0,5.0,4.0,8.0,Automatic,103.0,SUV - SMALL,0.91,10.0,18.0,7.9,Petrol,37.0
887,899,71.34832873,382.0,17.8,4.1,5.0,12.0,11.5,Automatic,305.0,PICKUP TRUCK - STANDARD,1.48,10.0,16.0,13.8,Gas,24.0
888,900,68.9175738,289.0,13.1,2.0,7.0,6.0,13.1,Automatic,143.0,SUV - STANDARD,1.29,10.0,17.0,8.0,Petrol,28.0
889,901,72.69975624,296.0,15.6,4.6,5.0,6.0,16.9,Automatic,175.0,MID-SIZE,1.45,10.0,17.0,6.9,Gas,23.0
890,902,56.6187991,227.0,20.2,4.5,5.0,8.0,16.9,Automatic,272.0,PICKUP TRUCK - STANDARD,1.49,10.0,17.0,9.8,Petrol,22.0
891,903,63.6274908,316.0,20.0,3.5,14.0,6.0,16.8,Automatic,155.0,SUV - STANDARD,0.88,10.0,18.0,14.4,Petrol,27.0
892,904,104.1281296,179.0,12.2,2.0,16.0,4.0,7.7,Automatic,111.0,COMPACT,1.52,10.0,11.0,6.0,Petrol,60.0
893,905,79.47722159,373.0,20.1,3.7,12.0,8.0,20.6,Automatic,240.0,SUBCOMPACT,1.42,10.0,23.0,12.6,Petrol,29.0
894,906,45.10908665,253.0,12.6,6.0,7.0,6.0,17.6,Automatic,172.0,SUV - STANDARD,1.35,10.0,18.0,12.6,Petrol,18.0
895,907,68.57222865,191.0,12.2,2.1,2.0,4.0,8.2,Automatic,87.0,COMPACT,1.19,10.0,18.0,7.1,Petrol,40.0
896,908,68.74211096,280.0,9.3,3.2,5.0,6.0,7.2,Automatic,147.0,COMPACT,1.44,10.0,18.0,9.0,Gas,40.0
897,909,62.13273266,326.0,25.0,5.1,7.0,8.0,21.8,Automatic,299.0,SUV - STANDARD,1.39,10.0,21.0,17.4,Petrol,13.0
898,910,99.6730588,220.0,8.2,1.5,4.0,4.0,9.7,Automatic,100.0,MID-SIZE,1.47,10.0,16.0,6.3,Petrol,36.0
899,911,80.3168424,202.0,9.0,1.7,13.0,4.0,9.7,Automatic,85.0,SUV - SMALL,1.2,10.0,20.0,5.3,Petrol,60.0
900,912,103.431977,256.0,10.7,1.8,4.0,4.0,9.3,Manual,65.0,MINICOMPACT,1.36,10.0,18.0,6.7,Petrol,36.0
901,913,85.95901192,233.0,15.5,3.5,5.0,4.0,9.0,Automatic,156.0,COMPACT,1.15,10.0,17.0,10.0,Petrol,29.0
902,914,68.00771416,422.0,26.6,4.9,2.0,8.0,20.0,Automatic,254.0,VAN - CARGO,1.54,10.0,28.0,12.7,Gas,15.0
903,915,70.14183207,222.0,13.2,2.3,5.0,6.0,13.4,Automatic,263.0,MID-SIZE,1.42,10.0,20.0,8.8,Petrol,27.0
904,916,104.7103317,217.0,10.1,1.7,4.0,4.0,6.3,Automatic,84.0,SUBCOMPACT,1.26,10.0,16.0,6.2,Gas,35.0
905,917,65.81954234,269.0,9.4,3.4,7.0,6.0,13.9,Automatic,156.0,SUV - STANDARD,1.42,10.0,19.0,11.2,Gas,20.0
906,918,72.93504175,283.0,16.2,4.5,14.0,10.0,17.1,Automatic,248.0,FULL-SIZE,1.43,10.0,23.0,14.5,Petrol,20.0
907,919,73.84484274,166.0,7.2,1.7,12.0,4.0,7.5,Automatic,125.0,MID-SIZE,1.2,10.0,20.0,5.1,Petrol,41.0
908,920,54.90019311,310.0,22.7,4.8,15.0,8.0,11.0,Automatic,272.0,PICKUP TRUCK - STANDARD,1.26,10.0,22.0,13.0,Petrol,24.0
909,921,68.2873812,258.0,12.6,2.1,5.0,6.0,7.8,Automatic,179.0,COMPACT,1.58,10.0,17.0,8.2,Gas,33.0
910,922,106.5569276,344.0,14.1,3.7,7.0,6.0,10.9,Automatic,239.0,MINICOMPACT,1.52,10.0,19.0,12.2,Gas,16.0
911,923,103.2038089,240.0,10.6,1.7,15.0,4.0,9.5,Automatic,122.0,COMPACT,1.12,10.0,17.0,7.4,Gas,32.0
912,924,68.47454269,314.0,15.1,2.7,5.0,6.0,7.9,Automatic,163.0,MID-SIZE,1.44,10.0,18.0,7.4,Diesel,19.0
913,925,84.92267578,338.0,16.8,5.9,2.0,8.0,12.3,Automatic,255.0,TWO-SEATER,1.36,10.0,17.0,14.2,Gas,16.0
914,926,93.89178581,220.0,5.3,1.8,5.0,4.0,6.2,Automatic,86.0,COMPACT,1.14,10.0,16.0,4.9,Petrol,55.0
915,927,74.69150191,207.0,10.2,2.6,5.0,4.0,11.8,Automatic,171.0,MID-SIZE,1.43,10.0,17.0,10.0,Gas,33.0
916,928,110.9033439,254.0,13.5,3.1,5.0,4.0,9.8,Automatic,104.0,COMPACT,1.39,10.0,18.0,10.2,Petrol,31.0
917,929,60.51304235,195.0,13.0,3.8,5.0,6.0,9.6,Manual,187.0,MID-SIZE,1.62,10.0,19.0,7.6,Petrol,21.0
918,930,76.00496935,177.0,6.0,2.1,4.0,4.0,9.6,Automatic,84.0,SUBCOMPACT,1.4,10.0,18.0,6.7,Gas,33.0
919,931,59.68030054,350.0,15.6,3.3,2.0,8.0,14.6,Automatic,193.0,TWO-SEATER,1.33,10.0,19.0,15.1,Gas,23.0
920,932,53.80808388,418.0,24.8,4.4,3.0,8.0,25.8,Automatic,306.0,MID-SIZE,1.6,10.0,22.0,20.5,Gas,13.0
921,933,54.9954855,238.0,18.1,6.1,3.0,8.0,25.8,Automatic,306.0,PICKUP TRUCK - STANDARD,1.46,10.0,24.0,11.5,Petrol,19.0
922,934,81.65168223,210.0,11.2,1.8,5.0,4.0,8.2,Automatic,128.0,MID-SIZE,1.5,10.0,20.0,7.2,Petrol,34.0
923,935,71.34061929,365.0,17.9,5.9,13.0,8.0,15.8,Automatic,269.0,PICKUP TRUCK - STANDARD,1.36,10.0,25.0,15.7,Petrol,15.0
924,936,118.6876266,281.0,14.0,1.9,5.0,4.0,11.5,Manual,106.0,SUV - SMALL,1.35,10.0,21.0,9.3,Petrol,23.0
925,937,86.42994583,224.0,10.6,1.4,4.0,6.0,11.1,Automatic,156.0,TWO-SEATER,1.46,10.0,17.0,9.4,Gas,20.0
926,938,82.60746941,451.0,16.3,5.5,5.0,8.0,11.6,Automatic,256.0,MID-SIZE,1.27,10.0,24.0,13.4,Petrol,13.0
927,939,59.34712665,259.0,12.6,3.6,15.0,8.0,11.4,Automatic,301.0,SUV - STANDARD,1.36,10.0,23.0,13.0,Petrol,27.0
928,940,64.10958072,215.0,11.4,1.9,5.0,4.0,9.4,Automatic,114.0,COMPACT,1.39,10.0,17.0,7.6,Gas,35.0
929,941,70.96143073,322.0,12.9,3.6,13.0,6.0,8.6,Automatic,93.0,PICKUP TRUCK - STANDARD,1.26,10.0,17.0,8.3,Petrol,25.0
930,942,84.86391641,362.0,18.4,4.8,7.0,11.0,23.9,Automatic,167.0,SUV - STANDARD,1.47,10.0,25.0,13.0,Petrol,13.0
931,943,62.1617933,191.0,9.5,2.2,5.0,4.0,7.6,Automatic,78.0,MID-SIZE,1.48,10.0,15.0,6.9,Petrol,43.0
932,944,92.50094416,348.0,17.7,5.6,2.0,8.0,23.4,Manual,352.0,VAN - CARGO,1.43,10.0,21.0,12.0,Petrol,15.0
933,945,51.79924894,165.0,7.3,1.3,5.0,4.0,8.1,Automatic,89.0,MID-SIZE,1.22,10.0,11.0,7.4,Diesel,37.0
934,946,84.91755623,222.0,14.3,2.6,5.0,4.0,8.2,Automatic,122.0,COMPACT,1.44,10.0,18.0,8.3,Gas,23.0
935,947,60.13366015,302.0,12.2,4.7,5.0,6.0,10.1,Automatic,180.0,COMPACT,1.57,10.0,18.0,8.2,Gas,31.0
936,948,62.37541495,228.0,14.3,3.4,7.0,6.0,12.9,Automatic,157.0,SUV - STANDARD,1.38,10.0,16.0,8.0,Petrol,29.0
937,949,73.01384572,312.0,19.1,4.3,5.0,4.0,11.4,Automatic,237.0,SUV - SMALL,1.41,10.0,18.0,12.2,Petrol,20.0
938,950,69.94495831,254.0,10.7,3.2,5.0,4.0,11.2,Automatic,163.0,MID-SIZE,1.36,10.0,17.0,7.9,Gas,23.0
939,951,79.74601022,227.0,9.0,3.0,4.0,4.0,7.4,Manual,85.0,MINICOMPACT,1.33,10.0,16.0,8.0,Petrol,46.0
940,952,65.72347861,402.0,17.8,5.0,2.0,8.0,17.8,Automatic,275.0,FULL-SIZE,1.57,10.0,19.0,13.7,Gas,23.0
941,953,60.36848232,339.0,14.3,3.7,7.0,6.0,12.7,Automatic,214.0,SUV - STANDARD,1.1,10.0,15.0,13.4,Petrol,15.0
942,954,74.66654581,208.0,13.0,2.3,5.0,4.0,8.1,Automatic,174.0,COMPACT,1.52,10.0,19.0,8.1,Petrol,24.0
943,955,72.03336577,287.0,11.9,3.8,7.0,6.0,10.6,Automatic,170.0,SUV - STANDARD,0.97,10.0,17.0,11.2,Gas,21.0
944,956,107.6084687,350.0,14.4,3.6,15.0,6.0,13.8,Automatic,192.0,VAN - PASSENGER,1.36,10.0,24.0,9.2,Petrol,17.0
945,957,53.13450201,195.0,9.4,1.1,4.0,6.0,8.8,Automatic,59.0,MINICOMPACT,1.29,10.0,16.0,7.5,Gas,33.0
946,958,82.01406522,215.0,5.8,1.9,5.0,4.0,6.8,Automatic,91.0,COMPACT,1.3,10.0,15.0,8.1,Diesel,38.0
947,959,55.80069355,225.0,10.9,3.6,5.0,6.0,10.0,Automatic,152.0,MID-SIZE,1.46,10.0,14.0,8.5,Petrol,23.0
948,960,53.41992607,314.0,21.7,6.2,5.0,8.0,14.6,Automatic,374.0,MID-SIZE,1.55,10.0,24.0,13.5,Gas,24.0
949,961,109.9641531,231.0,8.7,2.5,5.0,4.0,7.7,Automatic,117.0,COMPACT,1.42,10.0,20.0,5.8,Petrol,27.0
950,962,118.6171428,321.0,20.3,3.3,17.0,4.0,14.5,Automatic,136.0,VAN - PASSENGER,1.36,10.0,24.0,7.8,Petrol,18.0
951,963,87.06704468,208.0,10.8,2.2,5.0,4.0,8.6,Automatic,105.0,MID-SIZE,1.61,10.0,19.0,7.0,Gas,33.0
952,964,56.66589508,269.0,14.8,3.4,16.0,6.0,12.0,Automatic,163.0,SUV - STANDARD,1.51,10.0,17.0,13.0,Petrol,17.0
953,965,68.17495301,315.0,11.8,3.4,7.0,6.0,13.0,Automatic,158.0,SUV - STANDARD,1.39,10.0,19.0,10.1,Petrol,21.0
954,966,87.72910919,180.0,13.3,3.1,5.0,6.0,13.0,Automatic,97.0,COMPACT,1.57,10.0,16.0,6.4,Petrol,19.0
955,967,93.14654938,247.0,11.9,2.7,4.0,4.0,11.0,Manual,224.0,COMPACT,1.68,10.0,18.0,5.3,Gas,30.0
956,968,57.94238682,295.0,8.8,2.2,5.0,6.0,14.0,Automatic,157.0,MINICOMPACT,1.35,10.0,15.0,8.9,Gas,21.0
957,969,61.6131031,426.0,20.3,5.4,5.0,8.0,24.0,Automatic,257.0,MID-SIZE,1.53,10.0,24.0,14.6,Gas,15.0
958,970,96.73611035,454.0,30.2,4.9,3.0,8.0,25.8,Automatic,378.0,VAN - PASSENGER,1.52,10.0,28.0,20.5,Petrol,11.0
959,971,104.7301015,382.0,12.8,2.9,5.0,4.0,11.1,Automatic,122.0,SUV - SMALL,1.35,10.0,22.0,8.7,Gas,34.0
960,972,66.63346885,412.0,19.7,6.0,14.0,10.0,25.5,Automatic,378.0,VAN - PASSENGER,1.44,10.0,25.0,14.4,Petrol,11.0
961,973,88.13084443,265.0,9.9,3.9,5.0,4.0,12.0,Automatic,185.0,SUV - SMALL,1.19,10.0,22.0,9.2,Petrol,31.0
962,974,119.4662722,257.0,9.2,1.0,5.0,4.0,8.5,Manual,109.0,COMPACT,1.29,10.0,17.0,7.6,Gas,41.0
963,975,106.076181,241.0,11.2,3.5,15.0,4.0,10.7,Automatic,113.0,MID-SIZE,1.48,10.0,18.0,9.7,Petrol,29.0
964,976,48.05418222,301.0,27.2,4.2,7.0,8.0,13.0,Automatic,212.0,SUV - STANDARD,1.28,10.0,21.0,12.9,Petrol,14.0
965,977,87.7887016,269.0,17.9,3.2,12.0,6.0,9.5,Automatic,253.0,MID-SIZE,1.36,10.0,19.0,9.1,Gas,29.0
966,978,94.66703961,293.0,17.6,6.1,12.0,12.0,19.5,Automatic,305.0,MID-SIZE,1.45,10.0,23.0,14.0,Petrol,16.0
967,979,61.2560774,197.0,11.6,2.7,5.0,4.0,9.9,Automatic,94.0,FULL-SIZE,1.45,10.0,18.0,8.3,Petrol,26.0
968,980,67.67832637,257.0,12.3,3.5,7.0,6.0,12.4,Automatic,167.0,SUV - STANDARD,1.38,10.0,17.0,11.3,Gas,22.0
969,981,89.48127355,182.0,8.8,2.6,5.0,4.0,7.4,Automatic,98.0,MID-SIZE,0.99,10.0,13.0,7.8,Petrol,34.0
970,982,108.6625782,250.0,17.5,4.4,2.0,8.0,10.6,Manual,212.0,TWO-SEATER,1.36,10.0,15.0,13.6,Petrol,26.0
971,983,57.90868654,318.0,9.3,2.6,5.0,6.0,12.7,Automatic,158.0,COMPACT,1.6,10.0,17.0,7.8,Diesel,31.0
972,984,57.9072813,258.0,13.6,4.7,5.0,8.0,10.8,Automatic,231.0,PICKUP TRUCK - STANDARD,1.35,10.0,19.0,14.9,Gas,33.0
973,985,72.32185022,284.0,25.8,3.7,15.0,6.0,16.2,Automatic,175.0,MINIVAN,1.38,10.0,22.0,14.6,Petrol,23.0
974,986,61.03333306,420.0,20.6,5.7,2.0,8.0,16.5,Automatic,278.0,VAN - CARGO,1.55,10.0,25.0,14.5,Petrol,11.0
975,987,66.66497136,255.0,22.0,3.6,5.0,6.0,9.4,Automatic,166.0,SUV - SMALL,1.34,10.0,19.0,11.5,Petrol,20.0
976,988,108.791583,215.0,9.2,2.5,5.0,4.0,10.3,Automatic,110.0,SUV - SMALL,1.48,10.0,18.0,9.2,Petrol,29.0
977,989,56.61170025,272.0,17.9,6.1,5.0,8.0,13.8,Automatic,314.0,VAN - PASSENGER,1.43,10.0,19.0,14.1,Petrol,20.0
978,990,73.33651788,336.0,23.9,5.9,7.0,8.0,19.2,Automatic,191.0,PICKUP TRUCK - STANDARD,1.39,10.0,20.0,13.9,Petrol,13.0
979,992,63.28050378,399.0,24.1,7.0,14.0,12.0,15.3,Automatic,291.0,SUBCOMPACT,1.26,10.0,24.0,13.8,Petrol,17.0
980,993,80.05015808,286.0,10.4,5.2,5.0,8.0,11.1,Automatic,240.0,MID-SIZE,1.35,10.0,21.0,9.9,Gas,24.0
981,994,76.88974304,255.0,9.8,3.6,7.0,6.0,9.2,Automatic,156.0,SUV - SMALL,1.45,10.0,17.0,10.4,Gas,19.0
982,995,62.44709562,229.0,9.7,1.4,12.0,4.0,7.1,Automatic,111.0,SUV - SMALL,1.32,10.0,19.0,7.5,Petrol,29.0
983,996,101.0537432,451.0,22.6,5.0,15.0,11.0,17.3,Automatic,293.0,VAN - CARGO,0.95,10.0,29.0,9.2,Petrol,15.0
984,998,59.82303837,239.0,18.0,5.6,5.0,8.0,15.9,Automatic,332.0,MID-SIZE,1.73,10.0,17.0,8.0,Gas,24.0
985,999,82.9826504,215.0,8.2,1.9,13.0,4.0,8.3,Automatic,105.0,MID-SIZE,1.4,10.0,19.0,7.7,Gas,25.0
986,1000,156.544401,192.0,9.9,1.4,2.0,4.0,7.0,Manual,50.0,TWO-SEATER,1.53,10.0,16.0,6.0,Petrol,37.0
987,1001,83.32140113,454.0,19.9,4.7,5.0,8.0,16.4,Automatic,249.0,COMPACT,1.1,10.0,25.0,13.2,Petrol,20.0
988,1002,72.25856181,286.0,14.8,3.5,5.0,6.0,17.2,Automatic,177.0,SUV - SMALL,1.5,10.0,19.0,12.8,Petrol,28.0
989,1003,99.84502075,239.0,9.5,1.8,5.0,4.0,10.5,Automatic,99.0,COMPACT,1.39,10.0,20.0,9.4,Petrol,36.0
990,1004,84.61919261,250.0,11.7,3.6,5.0,6.0,12.2,Automatic,159.0,PICKUP TRUCK - STANDARD,1.38,10.0,25.0,12.0,Petrol,17.0
991,1005,68.11578192,278.0,11.9,3.4,7.0,6.0,13.8,Automatic,175.0,SUV - STANDARD,1.46,10.0,19.0,9.4,Petrol,19.0
992,1006,92.28860908,230.0,23.9,3.8,15.0,4.0,9.4,Manual,96.0,TWO-SEATER,1.58,10.0,20.0,12.7,Petrol,22.0
993,1007,76.74473346,288.0,14.8,3.4,5.0,6.0,10.4,Automatic,187.0,SUV - SMALL,1.45,10.0,18.0,11.0,Petrol,28.0
994,1009,91.19080747,180.0,7.6,1.9,5.0,4.0,8.4,Automatic,91.0,STATION WAGON - SMALL,1.35,10.0,15.0,5.2,Diesel,40.0
995,1010,51.87818668,363.0,18.5,6.5,13.0,11.0,22.8,Automatic,328.0,VAN - PASSENGER,1.4,10.0,25.0,18.7,Petrol,14.0
996,1011,106.771591,224.0,8.8,2.9,5.0,4.0,9.9,Manual,91.0,MID-SIZE,1.64,10.0,18.0,8.3,Petrol,33.0
997,1012,61.86767104,291.0,21.4,3.5,5.0,6.0,13.5,Automatic,183.0,FULL-SIZE,1.42,10.0,18.0,10.6,Petrol,28.0
998,1013,65.94805903,312.0,10.6,3.6,5.0,6.0,11.9,Automatic,145.0,COMPACT,1.59,10.0,18.0,7.9,Gas,23.0
999,1014,82.01297638,380.0,17.9,4.8,14.0,8.0,15.8,Automatic,371.0,MID-SIZE,1.44,10.0,24.0,14.9,Petrol,19.0
1000,1015,75.04644343,249.0,8.2,2.2,5.0,4.0,8.6,Automatic,77.0,MID-SIZE,1.48,10.0,19.0,6.8,Petrol,33.0
1001,1016,62.97543068,361.0,17.4,4.7,5.0,8.0,24.9,Automatic,226.0,FULL-SIZE,1.68,10.0,22.0,13.3,Gas,17.0
1002,1017,66.98007549,297.0,16.0,4.8,5.0,6.0,13.8,Automatic,298.0,COMPACT,1.55,10.0,19.0,8.2,Gas,19.0
1003,1018,90.35924837,299.0,8.1,2.3,7.0,4.0,8.1,Automatic,116.0,SUV - SMALL,1.32,10.0,19.0,10.3,Gas,28.0
1004,1019,73.29589664,197.0,9.8,1.8,5.0,6.0,8.6,Manual,144.0,MID-SIZE,1.49,10.0,14.0,6.5,Gas,27.0
1005,1020,81.49034892,279.0,14.8,5.5,14.0,8.0,18.6,Automatic,235.0,SUV - STANDARD,1.28,10.0,25.0,12.2,Petrol,14.0
1006,1021,69.61973135,348.0,24.6,6.1,17.0,8.0,16.8,Automatic,253.0,PICKUP TRUCK - STANDARD,1.38,10.0,24.0,14.4,Petrol,20.0
1007,1022,72.51724857,152.0,11.7,2.0,4.0,6.0,6.7,Automatic,137.0,MINICOMPACT,1.31,10.0,18.0,9.4,Gas,60.0
1008,1023,58.58310598,185.0,8.6,3.6,5.0,6.0,12.2,Automatic,150.0,MID-SIZE,1.7,10.0,17.0,7.2,Gas,31.0
1009,1024,78.00389228,250.0,12.8,1.7,5.0,6.0,8.6,Automatic,184.0,MID-SIZE,1.47,10.0,17.0,8.7,Gas,23.0
1010,1025,105.2622852,203.0,9.8,1.9,5.0,4.0,8.9,Automatic,102.0,SUV - SMALL,1.21,10.0,19.0,8.5,Petrol,35.0
1011,1026,68.22442656,299.0,10.2,3.8,5.0,4.0,10.1,Automatic,154.0,SUV - SMALL,1.41,10.0,19.0,9.9,Petrol,29.0
1012,1027,198.4936532,227.0,10.3,2.1,17.0,4.0,8.9,Manual,108.0,COMPACT,1.28,10.0,21.0,5.9,Petrol,37.0
1013,1028,67.56807868,240.0,6.4,1.9,5.0,4.0,8.7,Automatic,136.0,COMPACT,1.48,10.0,17.0,7.4,Gas,32.0
1014,1029,180.3078859,178.0,6.6,2.1,15.0,4.0,7.9,Automatic,79.0,MID-SIZE,1.24,10.0,18.0,6.1,Petrol,49.0
1015,1030,107.3673983,287.0,12.0,2.1,5.0,4.0,9.5,Manual,99.0,SUV - SMALL,1.39,10.0,19.0,9.4,Petrol,29.0
1016,1031,106.7086294,271.0,11.6,2.0,5.0,4.0,10.7,Automatic,162.0,SUV - SMALL,1.25,10.0,21.0,10.7,Petrol,30.0
1017,1032,85.09958298,262.0,12.0,3.8,5.0,6.0,13.8,Automatic,167.0,SUV - SMALL,1.4,10.0,18.0,9.7,Gas,25.0
1018,1033,74.01944286,326.0,16.5,5.0,2.0,8.0,16.9,Automatic,248.0,COMPACT,1.48,10.0,19.0,9.2,Gas,23.0
1019,1034,59.6166391,446.0,23.9,5.0,7.0,8.0,22.7,Automatic,378.0,SUV - SMALL,1.43,10.0,22.0,20.5,Petrol,13.0
1020,1035,59.87562279,367.0,30.2,6.3,13.0,8.0,25.8,Automatic,373.0,VAN - PASSENGER,1.09,10.0,23.0,19.8,Petrol,11.0
1021,1036,101.604553,278.0,16.6,5.1,5.0,6.0,11.6,Automatic,213.0,VAN - CARGO,1.48,10.0,22.0,12.2,Petrol,14.0
1022,1037,76.99646289,278.0,13.1,5.3,13.0,6.0,12.2,Automatic,164.0,PICKUP TRUCK - STANDARD,1.32,10.0,19.0,11.7,Petrol,22.0
1023,1038,64.22544067,193.0,11.9,1.4,5.0,6.0,9.1,Automatic,91.0,SUV - SMALL,1.3,10.0,18.0,11.2,Petrol,32.0
1024,1039,90.87946407,227.0,16.2,2.1,5.0,4.0,9.2,Automatic,108.0,MID-SIZE,1.42,10.0,18.0,8.1,Petrol,21.0
1025,1040,64.58512299,239.0,9.6,3.5,5.0,6.0,14.4,Automatic,188.0,FULL-SIZE,1.51,10.0,16.0,9.5,Gas,24.0
1026,1041,99.28438515,314.0,9.9,3.0,5.0,4.0,12.4,Automatic,123.0,SUV - SMALL,1.35,10.0,17.0,8.6,Petrol,27.0
1027,1042,61.27212369,173.0,11.5,1.4,5.0,4.0,6.4,Automatic,110.0,COMPACT,1.18,10.0,19.0,6.9,Petrol,35.0
1028,1043,80.36579208,256.0,8.7,2.5,2.0,4.0,9.3,Automatic,114.0,STATION WAGON - MID-SIZE,0.89,10.0,17.0,7.8,Petrol,31.0
1029,1044,68.05924706,199.0,10.7,3.9,5.0,4.0,9.3,Automatic,109.0,MID-SIZE,1.37,10.0,17.0,8.5,Petrol,31.0
1030,1045,74.70975483,251.0,9.2,4.3,4.0,6.0,13.1,Automatic,142.0,TWO-SEATER,1.54,10.0,18.0,8.8,Gas,31.0
1031,1046,66.20647286,260.0,18.6,3.5,4.0,6.0,7.9,Automatic,162.0,SUV - STANDARD,1.53,10.0,18.0,9.8,Gas,19.0
1032,1047,69.57287121,146.0,7.4,2.4,5.0,4.0,7.4,Automatic,108.0,SUV - SMALL,1.4,10.0,21.0,5.3,Petrol,43.0
1033,1048,105.1174064,225.0,10.0,1.9,7.0,6.0,10.0,Automatic,157.0,SUV - STANDARD,1.24,10.0,18.0,7.7,Petrol,27.0
1034,1049,57.08724728,290.0,11.9,3.2,5.0,6.0,12.6,Automatic,189.0,SUV - SMALL,1.51,10.0,18.0,10.0,Gas,26.0
1035,1050,91.37796053,193.0,6.0,1.5,5.0,4.0,8.2,Manual,64.0,STATION WAGON - SMALL,1.2,10.0,18.0,4.9,Petrol,45.0
1036,1051,55.78886655,409.0,23.3,4.4,14.0,8.0,25.8,Automatic,276.0,SUV - STANDARD,1.62,10.0,23.0,15.4,Petrol,11.0
1037,1052,91.81900941,244.0,8.7,3.2,5.0,4.0,8.5,Automatic,70.0,STATION WAGON - SMALL,1.33,10.0,17.0,11.1,Gas,25.0
1038,1053,88.324963,258.0,8.6,4.5,2.0,4.0,9.2,Manual,227.0,TWO-SEATER,1.39,10.0,15.0,9.4,Gas,38.0
1039,1054,102.3464191,389.0,16.3,5.2,17.0,8.0,25.5,Automatic,270.0,VAN - PASSENGER,1.32,10.0,21.0,19.2,Petrol,14.0
1040,1055,91.64917611,195.0,8.7,1.8,13.0,4.0,8.2,Automatic,106.0,SUV - SMALL,1.32,10.0,15.0,6.6,Petrol,57.0
1041,1056,67.94239749,289.0,25.3,3.8,5.0,6.0,9.2,Manual,188.0,SUV - SMALL,1.48,10.0,22.0,10.0,Petrol,20.0
1042,1057,104.4373928,405.0,17.8,6.0,5.0,8.0,13.5,Automatic,287.0,SUV - SMALL,1.5,10.0,22.0,9.8,Petrol,17.0
1043,1058,63.61876105,395.0,30.2,5.1,17.0,8.0,25.8,Automatic,378.0,VAN - PASSENGER,1.37,10.0,24.0,20.5,Petrol,11.0
1044,1059,57.59386061,212.0,14.2,1.7,5.0,4.0,10.1,Automatic,89.0,MID-SIZE,1.42,10.0,17.0,7.4,Petrol,38.0
1045,1060,73.77205843,197.0,9.3,2.4,5.0,6.0,7.8,Automatic,103.0,COMPACT,1.39,10.0,23.0,5.9,Petrol,25.0
1046,1061,89.84830885,193.0,10.6,2.8,5.0,4.0,8.1,Automatic,81.0,MID-SIZE,0.89,10.0,16.0,7.8,Petrol,35.0
1047,1062,49.08466484,350.0,25.3,4.4,3.0,8.0,21.4,Automatic,257.0,COMPACT,1.4,10.0,25.0,14.7,Gas,13.0
