ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
1373,112.5519268,199,11.2,2,4,4,9.2,Automatic,103,COMPACT,1.33,10,20,6.3,Gas,26
1374,65.41695149,215,9,1.9,5,4,7.9,Automatic,119,MID-SIZE,1.55,10,18,6.8,Gas,33
1375,197.1887536,252,11.3,1.5,5,4,8.5,Manual,91,MINICOMPACT,1.48,10,15,6.3,Petrol,44
1376,127.6277656,158,8.4,3.2,5,4,9.5,Automatic,105,MID-SIZE,1.28,10,18,6.6,Gas,30
1377,103.4787388,315,13.8,3.1,5,6,14,Automatic,171,SUV - SMALL,1.03,10,24,10.2,Petrol,21
1378,94.1025983,265,11.4,2.4,5,4,9,Automatic,97,SUBCOMPACT,1.42,10,20,4.9,Gas,33
1379,106.9155153,382,18.6,2.5,5,8,13.6,Automatic,95,SUBCOMPACT,1.42,10,20,7.9,Gas,24
1380,74.72276473,254,18.5,3.5,7,6,13.4,Automatic,261,SUV - STANDARD,1.4,10,21,16,Petrol,17
1381,112.7185655,268,14.6,3.5,5,6,12.2,Automatic,160,SUV - SMALL,1.1,10,19,13.3,Petrol,24
1382,66.59558205,293,30.2,5.9,5,9,20,Automatic,378,VAN - PASSENGER,1.57,10,22,10.7,Petrol,17
1383,57.27710023,418,19,6,11,8,16.1,Automatic,286,COMPACT,1.4,10,25,12.1,Gas,17
1384,62.7460015,303,17.9,4.4,4,8,15.8,Automatic,177,TWO-SEATER,1.61,10,17,9.2,Gas,26
1385,103.3378527,252,9.5,1.8,4,4,10.4,Automatic,95,MINICOMPACT,1.56,10,18,8,Gas,19
1386,98.1641545,361,13.9,3.7,5,4,9.2,Automatic,112,SUV - SMALL,1.34,10,19,10.6,Gas,28
1387,112.2004632,199,9.5,1.7,13,4,9.1,Automatic,86,COMPACT,1.33,10,16,8.6,Gas,42
1388,65.97978225,357,19,5.1,5,8,11.8,Automatic,280,FULL-SIZE,1.42,10,19,12.5,Gas,17
1389,59.55457237,231,15.6,5.9,5,8,12.9,Automatic,284,COMPACT,1.45,10,19,6.4,Gas,20
1390,51.36476831,255,16.6,6,15,8,18.3,Automatic,257,PICKUP TRUCK - STANDARD,1.36,10,22,13.3,Petrol,15
1391,49.1143176,413,23.8,6.6,15,8,11.5,Automatic,357,VAN - CARGO,1.19,10,25,15.9,Petrol,13
1392,109.0633823,210,13.2,3,5,4,10.1,Automatic,99,SUV - SMALL,1,10,20,8.9,Petrol,25
1393,62.46242755,254,10.2,2.4,4,6,9.9,Automatic,138,FULL-SIZE,1.46,10,17,7.8,Gas,31
1394,66.90472994,192,13.5,3.1,5,4,7.2,Manual,100,MID-SIZE,1.39,10,16,8.3,Petrol,27
1395,73.6660493,301,13.1,3.7,4,6,11.7,Automatic,178,TWO-SEATER,1.43,10,18,10,Gas,32
1396,124.8788112,346,14.3,2.9,7,4,23.2,Automatic,125,PICKUP TRUCK - STANDARD,1.22,10,26,11.6,Petrol,26
1397,60.20096894,282,18.7,3.3,5,6,15.2,Automatic,184,FULL-SIZE,1.65,10,18,13.1,Gas,27
1398,62.00700964,297,21,5.8,5,8,10.4,Manual,286,COMPACT,1.59,10,17,13.8,Gas,29
1399,100.3354388,207,9.9,1.3,5,4,8.3,Manual,89,SUV - SMALL,1.26,10,20,7.2,Petrol,41
1400,90.11746649,184,8.1,1.6,5,4,7.4,Automatic,96,SUBCOMPACT,1.43,10,18,6.2,Gas,38
1401,77.25411443,302,13.2,5.8,5,8,12.2,Automatic,282,SUV - SMALL,1.62,10,16,9.9,Gas,17
1402,49.52812249,300,15.5,6,5,6,19.3,Automatic,378,SUV - SMALL,1.58,10,22,10.9,Gas,21
1403,103.7762344,176,10,1.7,15,4,7.9,Manual,80,COMPACT,1.35,10,21,6.3,Petrol,29
1404,71.78150892,214,14.9,3.4,5,6,16.7,Automatic,159,FULL-SIZE,1.57,10,16,10.6,Diesel,20
1405,57.71229968,317,17.2,6.3,5,8,22.5,Automatic,304,COMPACT,1.46,10,18,12.7,Gas,14
1406,68.56577641,278,16.6,3.6,7,6,21.3,Automatic,319,SUV - STANDARD,1.52,10,19,12.5,Gas,14
1407,68.13587594,319,17.3,4.2,5,8,14.5,Automatic,217,TWO-SEATER,1.43,10,18,10.5,Gas,20
1408,87.04458438,287,30.2,6.8,15,11,24.3,Automatic,378,VAN - CARGO,1.24,10,25,20.2,Petrol,17
1409,54.48464496,283,14.3,3.6,7,6,12,Automatic,272,MINICOMPACT,1.57,10,24,12,Gas,22
1410,96.21892694,189,8.5,1.6,13,4,7.1,Automatic,110,SUBCOMPACT,1.22,10,19,6.8,Petrol,60
1411,54.82831619,340,15.1,4.7,14,8,19.9,Automatic,337,FULL-SIZE,1.55,10,25,15.2,Gas,19
1412,65.48713593,266,10.5,3.3,5,6,15,Automatic,162,MID-SIZE,1.47,10,15,8.5,Gas,29
1413,101.3885201,212,5.4,2,5,4,10.1,Manual,104,COMPACT,1.47,10,19,5.3,Petrol,39
1414,109.1992902,186,6.9,2.4,5,4,8.3,Automatic,119,MID-SIZE,1.33,10,12,6,Gas,37
1415,80.25536986,199,10.6,2,5,4,8.2,Manual,89,COMPACT,1.26,10,17,8.9,Petrol,32
1416,59.7908675,373,25.9,6,2,8,17,Automatic,304,VAN - CARGO,1.32,10,24,14.3,Petrol,12
1417,66.7963676,177,13,1.8,5,4,8.4,Automatic,71,COMPACT,1.44,10,17,5.6,Gas,42
1418,62.36226271,231,16.5,3.3,5,6,10.7,Manual,269,MID-SIZE,1.5,10,19,9.4,Petrol,31
1419,54.09391609,209,9.1,1.7,5,4,7,Automatic,90,COMPACT,1.34,10,17,5.5,Petrol,34
1420,58.10357784,352,15.3,3.7,5,10,10.4,Manual,189,PICKUP TRUCK - STANDARD,1.16,10,26,11.5,Petrol,20
1421,68.26958229,213,13.9,3.4,5,6,11.3,Automatic,179,COMPACT,1.37,10,21,8.2,Gas,31
1422,79.84885961,336,30.1,4.4,8,6,18.8,Automatic,334,SUV - STANDARD,1.56,10,20,14.6,Petrol,20
1423,107.4972072,272,13.5,2.1,5,4,11.7,Automatic,111,SUV - STANDARD,1.32,10,23,9.2,Petrol,23
1424,73.76597019,385,18.5,3.9,2,8,17.7,Automatic,358,TWO-SEATER,1.54,10,21,13.8,Gas,29
1425,60.99573412,268,18.4,3.9,7,8,15.5,Automatic,202,VAN - CARGO,1.62,10,19,11.6,Gas,19
1426,60.84137863,318,16.4,6,5,6,17.8,Automatic,270,MID-SIZE,1.56,10,19,10.2,Gas,15
1427,97.23318405,205,10.1,1.6,15,4,6.9,Automatic,118,COMPACT,1.2,10,20,5.2,Petrol,42
1428,82.90378416,210,10.6,3.4,5,6,9.6,Automatic,165,SUV - SMALL,1.47,10,18,11.1,Gas,24
1429,103.3395448,297,12.1,2.9,5,8,12.1,Automatic,146,PICKUP TRUCK - STANDARD,1.54,10,18,9.2,Gas,29
1430,80.15030062,349,20.4,5.6,16,8,18.8,Manual,298,VAN - CARGO,1.07,10,24,14.2,Petrol,12
1431,64.3257353,245,15.3,3.2,5,4,8,Automatic,107,SUV - SMALL,1,10,21,10.1,Petrol,33
1432,75.86512287,265,11.9,3.4,7,6,9.3,Manual,155,MINIVAN,1.77,10,17,10,Petrol,27
1433,92.36249435,239,13.1,3.3,5,6,11.5,Automatic,169,SUV - SMALL,1.38,10,17,9.8,Petrol,21
1434,66.24919809,211,7.8,1.5,5,4,8.4,Automatic,113,MID-SIZE,1.2,10,16,7.9,Petrol,24
1435,92.52947804,287,20.8,5.5,2,12,16.4,Automatic,300,PICKUP TRUCK - STANDARD,1.49,10,19,17.2,Gas,18
1436,62.25885963,256,26.4,4,5,6,12.8,Automatic,161,SUV - STANDARD,1.53,10,19,9.9,Petrol,15
1437,84.67294478,347,20.3,3.2,14,4,14.7,Automatic,240,PICKUP TRUCK - STANDARD,1.2,10,17,8,Petrol,20
1438,65.82306391,397,12.1,4.7,5,8,23.8,Automatic,241,TWO-SEATER,1.52,10,19,9,Gas,16
1439,116.4482119,198,12.9,1.8,5,4,10.1,Automatic,122,SUV - SMALL,1.48,10,21,9.7,Petrol,23
1440,66.52121736,380,22.8,5,18,8,18.1,Automatic,220,FULL-SIZE,1.53,10,28,12.3,Petrol,11
1441,61.69133944,378,14.2,4.6,2,8,13.9,Automatic,264,MINICOMPACT,1.42,10,18,9.3,Gas,27
1442,72.37566184,300,12.3,2,4,5,8,Manual,159,MINICOMPACT,1.42,10,18,10,Gas,20
1443,101.3117069,395,23.8,4.9,15,5,13.3,Automatic,286,COMPACT,1.36,10,19,13.8,Petrol,20
1444,53.53602831,267,7.4,1.6,5,4,9.5,Automatic,135,MID-SIZE,1.1,10,17,7.5,Petrol,31
1445,122.4488944,215,13.7,2.5,5,4,8.7,Automatic,121,SUV - SMALL,1.48,10,22,7.1,Petrol,52
1446,95.92459731,237,10.8,3.9,2,8,11.7,Automatic,194,TWO-SEATER,1.38,10,14,9.4,Gas,21
1447,86.65276244,165,7.8,1.5,5,4,10,Automatic,101,SUV - SMALL,1.21,10,21,9,Petrol,29
1448,90.9950741,328,11.2,3.2,5,6,12.3,Automatic,223,MID-SIZE,1.32,10,20,6.9,Gas,26
1449,113.1722843,292,12.2,2.9,5,4,8.6,Manual,122,SUV - SMALL,1.36,10,22,8.4,Petrol,30
1450,195.003929,225,16.7,1.8,5,4,10.3,Automatic,93,COMPACT,1.4,10,12,9.1,Gas,35
1451,76.40571573,201,8.7,1.9,12,4,10.7,Automatic,97,COMPACT,1.64,10,18,7.6,Petrol,43
1452,69.19772358,270,8.5,2.7,4,4,9.6,Automatic,104,SUBCOMPACT,1.36,10,17,7.9,Gas,32
1453,92.57016907,222,11.5,2.6,5,4,11.8,Automatic,87,MID-SIZE,1.05,10,17,8.2,Gas,32
1454,70.9308153,256,18.1,6.5,14,10,16.3,Automatic,151,PICKUP TRUCK - STANDARD,1.21,10,17,14.6,Petrol,23
1455,86.87983671,203,12,3.4,5,6,8.8,Automatic,156,MID-SIZE,1.41,10,17,8.2,Petrol,22
1456,64.26102524,268,19.1,3.5,8,6,13.6,Automatic,254,PICKUP TRUCK - STANDARD,1.44,10,19,9.3,Petrol,24
1457,93.1329733,205,10.4,1.8,5,4,8.3,Automatic,104,MID-SIZE,1.08,10,18,7.2,Petrol,29
1458,91.73264089,397,17.1,4.5,5,8,11.5,Automatic,246,TWO-SEATER,1.62,10,23,14,Gas,12
1459,59.16508505,458,23.9,5.9,15,8,21,Automatic,347,VAN - PASSENGER,1.64,10,22,20.5,Gas,16
1460,55.51146395,378,23.9,6.7,11,11,21,Automatic,298,PICKUP TRUCK - STANDARD,1.27,10,24,20.3,Petrol,16
1461,53.35221628,366,22.4,3.7,5,8,19.4,Automatic,254,TWO-SEATER,1.48,10,19,9.2,Gas,23
1462,78.39086931,384,23.9,4.6,7,8,15.8,Automatic,258,SUV - STANDARD,1.27,10,25,14.1,Petrol,19
1463,191.952445,222,9.4,2.2,5,4,8.3,Manual,85,COMPACT,1.19,10,18,6.8,Gas,32
1464,67.92867614,343,16.9,4.3,5,8,15.3,Automatic,281,FULL-SIZE,1.39,10,18,13,Gas,27
1465,82.94080719,181,8.4,2,5,4,7.2,Automatic,111,COMPACT,1.26,10,17,4.9,Petrol,39
1466,76.50774188,253,10.4,3.6,5,6,8.4,Manual,144,SUV - STANDARD,1.37,10,17,7.2,Diesel,19
1467,78.09291482,210,11.4,2.6,16,6,11.7,Automatic,164,SUV - STANDARD,1.28,10,18,8.1,Petrol,20
1468,62.40839494,284,9.7,3,5,6,10.7,Automatic,163,MID-SIZE,1.54,10,18,6.2,Gas,34
1469,63.50082435,240,8.9,2.1,5,4,11.5,Automatic,121,SUV - SMALL,1.17,10,18,7.1,Petrol,37
1470,61.64798358,243,22.7,5.4,5,8,18,Automatic,184,SUV - SMALL,1.55,10,19,10.2,Gas,23
1471,115.5235712,262,12.6,1.8,5,4,6.8,Automatic,85,COMPACT,1.42,10,17,10.4,Gas,27
1472,95.36658013,211,8.3,2.6,5,4,5.8,Manual,84,COMPACT,1.43,10,17,6.1,Diesel,40
1473,100.5720117,228,11.3,2,5,4,8.5,Automatic,111,SUV - SMALL,1.47,10,17,6.5,Petrol,43
1474,108.2019473,287,13.9,2.5,4,4,9.5,Automatic,111,COMPACT,1.44,10,19,6,Gas,58
1475,70.62898443,181,8.9,2.1,13,4,6.3,Automatic,123,COMPACT,1.45,10,15,6.1,Petrol,56
1476,74.28226989,260,20.6,6.2,2,11,10.9,Automatic,241,MID-SIZE,1.51,10,23,13.4,Gas,18
1477,84.56903933,202,7.7,1.6,5,4,7.1,Manual,63,COMPACT,1.41,10,16,5.3,Petrol,37
1478,55.73118422,196,10.7,1.6,5,4,7.1,Automatic,84,COMPACT,1.35,10,17,5.9,Petrol,39
1479,129.1584747,211,11.5,2,4,4,12.3,Automatic,121,COMPACT,1.43,10,18,7.7,Gas,31
1480,72.93186412,243,13.2,3.5,5,6,13.3,Automatic,166,SUV - SMALL,1.3,10,18,11.4,Petrol,22
1481,55.78329074,281,10.9,2.1,5,8,12.2,Automatic,157,FULL-SIZE,1.58,10,18,8.6,Gas,21
1482,72.14109526,194,12,3.5,5,6,15.3,Automatic,165,MID-SIZE,1.61,10,19,9.7,Petrol,23
1483,129.2205678,288,11.8,2,5,4,9.3,Automatic,120,COMPACT,1.46,10,17,9,Gas,35
1484,62.55479644,278,18.1,4.5,3,8,16.7,Automatic,211,FULL-SIZE,1.66,10,18,14,Gas,20
1485,66.12615811,359,17.8,6.3,5,8,19.4,Automatic,377,COMPACT,1.56,10,20,17.8,Petrol,13
1486,61.64353239,141,13.6,3.2,5,4,8.7,Automatic,119,FULL-SIZE,1.17,10,16,9,Petrol,37
1487,61.53979884,338,25.1,3.4,7,6,25.8,Automatic,378,VAN - CARGO,1.37,10,25,15.6,Petrol,11
1488,63.99048865,212,12.3,2.3,5,4,10.5,Manual,157,PICKUP TRUCK - STANDARD,1.37,10,21,9.4,Petrol,27
1489,51.33244824,371,21.2,4.7,7,8,17.2,Automatic,265,VAN - PASSENGER,1.27,10,22,11.6,Petrol,13
1490,65.32168802,269,11.2,2.2,5,4,9.5,Automatic,114,SUV - SMALL,1.45,10,20,6.3,Petrol,59
1491,84.23125019,210,12.3,3.9,7,6,13.1,Automatic,174,MINIVAN,1.38,10,17,9.9,Gas,23
1492,59.46343158,300,16.6,4.9,5,8,21.9,Automatic,300,FULL-SIZE,1.6,10,19,9.2,Gas,11
1493,100.1200346,251,8.4,1.2,4,4,10.5,Automatic,115,SUV - SMALL,1.24,10,22,10,Petrol,23
1494,68.82775885,209,12.8,3.5,5,6,6.6,Automatic,159,SUV - SMALL,1.3,10,18,8.5,Gas,13
1495,108.3053693,207,11,3.6,5,4,7.7,Automatic,148,COMPACT,1.5,10,19,10.4,Gas,30
1496,93.68791523,287,9.7,2.1,10,4,10,Manual,88,TWO-SEATER,1.36,10,20,9,Gas,34
1497,83.65060563,276,9.5,1.4,4,4,9.7,Manual,93,SUBCOMPACT,1.46,10,18,4.9,Petrol,36
1498,76.27951758,186,8.3,1.9,2,4,8.9,Manual,150,TWO-SEATER,1.46,10,19,10.1,Gas,33
1499,81.55145189,153,5.5,1.4,5,4,6.9,Manual,93,SUV - SMALL,1.28,10,20,5.9,Petrol,35
1500,181.043562,212,12.8,1.3,4,4,6.7,Manual,85,MINICOMPACT,1.41,10,15,6.7,Petrol,34
1501,91.77563217,403,17,4.8,2,8,21.5,Automatic,378,VAN - CARGO,1.36,10,27,16.8,Petrol,14
1502,110.8082408,245,13.6,2.8,14,6,8.4,Automatic,164,PICKUP TRUCK - STANDARD,1.29,10,18,10.5,Petrol,29
1503,95.97548093,274,20.6,1.3,4,8,13.9,Automatic,265,COMPACT,1.46,10,17,9.4,Gas,30
1504,74.16803922,238,15.7,3.8,5,6,14.3,Automatic,164,MID-SIZE,1.61,10,19,8,Gas,24
1505,93.39128415,207,12.8,2.2,13,4,9.4,Automatic,107,SUV - SMALL,1.31,10,21,6.9,Petrol,50
1506,49.28010685,399,22,6.2,2,8,18.5,Manual,329,TWO-SEATER,1.55,10,20,14.4,Gas,15
1507,75.50593557,228,13.5,3.4,5,6,10.9,Automatic,155,COMPACT,1.44,10,17,10.3,Petrol,21
1509,62.34658098,305,15.6,3.6,5,8,12.1,Automatic,252,SUBCOMPACT,1.56,10,19,7.3,Gas,22
1510,173.441855,232,8.7,1.7,14,4,9.4,Manual,77,STATION WAGON - SMALL,1.49,10,18,6.6,Petrol,42
1511,92.41899245,188,10.2,2.1,5,4,10.6,Automatic,96,COMPACT,1.54,10,21,8.1,Petrol,19
1512,122.5501605,190,11.6,2.5,5,4,10.9,Automatic,108,MID-SIZE,1.38,10,18,6.8,Gas,38
1513,113.546325,242,12.3,1.8,5,4,8,Manual,110,MID-SIZE,1.22,10,15,7.4,Petrol,30
1514,70.28883618,371,28.6,5.6,7,8,21,Automatic,311,SUV - STANDARD,1.48,10,30,12.3,Petrol,14
1515,74.97863559,262,12.2,3.6,5,6,9.6,Automatic,180,COMPACT,1.53,10,17,8.1,Gas,30
1516,94.22249846,267,16.8,4.2,4,8,9.4,Automatic,91,SUBCOMPACT,1.53,10,21,7.6,Gas,26
1517,103.5149265,241,6.3,1.6,5,6,12.7,Automatic,104,MID-SIZE,1.56,10,20,6,Gas,30
1518,78.41033324,208,5,1.4,5,4,9.1,Automatic,95,MID-SIZE,1.57,10,17,5.9,Petrol,48
1519,64.17645589,239,18.9,5.3,5,8,18.5,Automatic,249,FULL-SIZE,1.75,10,24,12.3,Petrol,16
1520,84.09701478,209,7.3,1.6,2,4,6.9,Manual,84,COMPACT,1.36,10,15,6.7,Petrol,60
1521,64.75208009,263,9.3,3.5,5,6,10.3,Automatic,154,COMPACT,1.43,10,19,9,Gas,26
1522,64.88475787,181,14,2.5,4,6,12.6,Automatic,180,SUBCOMPACT,1.6,10,20,8.1,Gas,19
1523,88.7325652,201,10.1,1.7,15,5,9.6,Manual,105,MINICOMPACT,1.41,10,19,6.3,Petrol,34
1524,63.84391518,259,14.1,3.7,7,6,11.4,Automatic,162,SUV - STANDARD,1.42,10,16,10.3,Petrol,28
1525,65.21228811,282,20.3,4.5,4,8,12.4,Automatic,267,SUBCOMPACT,1.57,10,19,11.6,Gas,21
1526,69.91915742,310,12.2,2.3,5,6,10.1,Automatic,162,SUV - STANDARD,1.36,10,19,11.2,Gas,22
1527,180.8117942,252,8,2.8,5,4,10.4,Automatic,121,MID-SIZE,1.26,10,19,6.5,Petrol,33
1528,115.2648792,253,21.4,6.2,2,8,10.5,Automatic,252,MID-SIZE,1.57,10,19,10.3,Gas,31
1529,104.3580337,216,10.4,1.6,15,4,9.2,Automatic,94,SUBCOMPACT,1.46,10,17,7.8,Gas,29
1530,61.94609896,249,12.3,3.3,4,6,11.3,Automatic,145,MINICOMPACT,1.27,10,17,7.1,Gas,31
1531,72.07434308,302,12.9,3.7,5,6,13.3,Automatic,155,COMPACT,1.58,10,18,10.7,Gas,28
1532,60.0732372,403,15.8,5.6,3,8,13.7,Automatic,264,MID-SIZE,1.55,10,19,8.8,Gas,20
1533,110.9516182,260,8,1.7,5,4,9.8,Manual,123,SUV - SMALL,1.4,10,19,7.3,Petrol,32
1534,70.49229882,216,11.6,1.7,5,4,7.5,Automatic,85,MID-SIZE,1.36,10,16,7.2,Petrol,34
1535,93.6802999,269,11.4,2.3,5,4,7.9,Automatic,107,COMPACT,1.3,10,13,5.7,Petrol,33
1536,63.18697616,234,12.9,3.6,15,6,13.2,Automatic,173,PICKUP TRUCK - STANDARD,1.41,10,17,10.3,Petrol,11
1537,76.10280367,196,9.2,2.1,4,4,9.5,Automatic,98,MINICOMPACT,1.49,10,17,4.9,Gas,30
1538,112.9645283,302,14.5,3.8,5,6,12.7,Automatic,172,SUV - SMALL,1.46,10,19,8.7,Petrol,30
1539,113.1651794,199,9.2,2.4,5,4,6.6,Automatic,97,COMPACT,1.44,10,21,7.7,Petrol,27
1540,82.15217207,294,17.9,3.4,5,4,13.4,Automatic,107,FULL-SIZE,1.62,10,22,9.5,Petrol,25
1541,117.7522124,301,17.3,5.1,5,8,13.1,Automatic,246,COMPACT,1.53,10,19,9.8,Gas,19
1542,58.15312796,380,15.2,4.2,5,10,17.9,Automatic,180,MID-SIZE,1.5,10,16,10.4,Petrol,15
1543,95.54062773,270,10.8,2.2,4,4,6.9,Automatic,100,SUBCOMPACT,1.28,10,19,7.1,Petrol,33
1544,113.0753288,394,13.9,3.6,12,6,20.9,Automatic,267,VAN - CARGO,0.87,10,25,18.3,Petrol,16
1545,111.081946,199,12.1,2.4,5,4,11,Automatic,102,FULL-SIZE,1.33,10,17,8.4,Petrol,25
1546,69.50683941,330,10.2,3.6,5,6,14,Automatic,258,FULL-SIZE,1.5,10,17,8,Gas,26
1547,114.4420891,403,13.5,5.6,5,8,10.9,Manual,243,COMPACT,1.36,10,19,9.1,Petrol,26
1548,107.7814535,209,8.9,1.7,2,4,8.3,Manual,98,TWO-SEATER,1.32,10,17,4.9,Petrol,37
1549,120.1300699,216,9.4,2.5,4,4,8.9,Automatic,93,SUBCOMPACT,1.44,10,19,7.6,Gas,28
1550,63.13329285,303,27.3,4.8,12,8,25.8,Automatic,323,PICKUP TRUCK - STANDARD,1.01,10,25,15.4,Petrol,14
1551,106.4579952,266,7.7,1.8,4,4,8.1,Manual,82,SUBCOMPACT,1.25,10,19,7.5,Gas,28
1552,97.9183621,113,4.6,1.2,15,4,7.9,Manual,79,COMPACT,1.42,10,13,4.9,Petrol,46
1553,117.2633348,328,12.3,3.5,5,6,13.5,Automatic,163,SUV - SMALL,1.29,10,19,12,Petrol,22
1554,91.36128235,261,13.9,5.9,5,10,10.9,Automatic,218,MID-SIZE,1.53,10,17,9.2,Gas,36
1555,63.71970115,260,13.2,3.5,4,6,13.7,Automatic,179,PICKUP TRUCK - STANDARD,1.42,10,17,8.1,Petrol,22
1556,96.63212005,265,12.1,1.9,5,4,8.9,Manual,110,SUV - SMALL,1.24,10,20,8.9,Petrol,29
1557,61.19269374,172,9.4,1.4,5,4,6.5,Manual,80,COMPACT,1.51,10,19,5.6,Diesel,58
1558,102.4485246,266,14.2,1.9,4,4,11.5,Automatic,119,SUBCOMPACT,1.31,10,18,7.9,Gas,33
1559,103.8540873,200,6.3,2,5,4,6.2,Automatic,73,COMPACT,1.21,10,17,7.1,Petrol,40
1560,87.09412187,288,10.3,2.7,5,4,10.6,Automatic,113,PICKUP TRUCK - STANDARD,1.43,10,18,8.9,Petrol,30
1561,83.79767925,181,7.7,1.9,5,4,7.4,Automatic,104,MID-SIZE,1.34,10,18,6.8,Petrol,60
1562,60.19261297,189,9.7,1.4,5,4,7.1,Automatic,83,COMPACT,1.27,10,10,6,Petrol,38
1563,81.25095713,287,10.5,1.7,2,6,9.7,Manual,135,TWO-SEATER,1.57,10,15,8.4,Gas,28
1564,55.40719734,259,14.2,2,5,6,13.4,Automatic,163,SUV - SMALL,1.4,10,17,10,Petrol,35
1565,94.47856161,210,10.5,2.3,5,6,6,Automatic,140,MID-SIZE,1.44,10,18,8.1,Petrol,44
1566,58.0349129,183,22.5,6.2,5,8,11.7,Automatic,244,FULL-SIZE,1.71,10,21,10.2,Diesel,15
1567,101.2231863,266,9,3.5,5,6,14.3,Manual,153,STATION WAGON - SMALL,1.39,10,17,11.2,Petrol,33
1568,70.71327815,168,12.3,3.7,5,6,11.2,Automatic,152,MID-SIZE,1.39,10,15,7.7,Gas,36
1569,209.237027,257,13.8,1.6,5,4,9.5,Manual,76,SUV - SMALL,1.28,10,22,6.8,Petrol,45
1570,60.1993919,403,18.7,4.8,5,8,20.1,Automatic,378,FULL-SIZE,1.37,10,22,18,Petrol,12
1571,83.7542635,330,11.1,3.4,4,4,9.6,Manual,133,SUBCOMPACT,1.49,10,21,7.1,Gas,34
1572,98.09739099,209,8.2,2.4,5,4,10.8,Automatic,90,COMPACT,1.07,10,19,6.4,Petrol,30
1573,84.36015005,302,19,4.1,5,8,10.8,Automatic,227,TWO-SEATER,1.42,10,17,10.6,Gas,25
1574,65.25167753,201,6.6,1.7,4,4,6.6,Automatic,86,STATION WAGON - SMALL,1.32,10,19,6.6,Petrol,34
1575,57.41312156,241,9.3,3.4,5,6,11.7,Automatic,148,MINICOMPACT,1.16,10,17,7.6,Gas,19
1576,104.0293457,283,15.3,1.9,16,6,8.8,Automatic,159,MID-SIZE,1.4,10,22,10.8,Petrol,25
1577,86.14439166,219,8,1.4,5,4,8,Automatic,94,COMPACT,1.29,10,15,7.8,Gas,60
1578,107.4009051,229,8.6,2.1,5,4,11.6,Automatic,119,COMPACT,1.37,10,15,7.5,Gas,24
1579,56.2219255,211,14.8,3.2,7,6,10.8,Automatic,166,SUV - STANDARD,1.4,10,17,7.6,Petrol,26
1580,77.54236233,215,15.4,3.9,5,6,7.7,Automatic,99,COMPACT,1.48,10,18,10,Gas,28
1581,65.10362169,199,10.9,1.8,2,4,8.1,Manual,83,SUV - SMALL,1.47,10,20,7,Gas,38
1582,201.7964232,220,14.6,2.9,7,6,10.8,Automatic,183,SUV - SMALL,1.09,10,20,12.9,Petrol,19
1583,69.0410638,278,22.3,3.8,4,6,13.8,Automatic,166,MINICOMPACT,1.54,10,19,10.7,Gas,20
1584,89.65742739,253,10,3.5,7,4,12.4,Manual,74,COMPACT,1.4,10,18,9.8,Petrol,41
1585,55.42375396,271,8.3,2.7,5,6,9.5,Automatic,152,MID-SIZE,1.03,10,17,8.2,Petrol,20
1586,66.42317781,273,23.1,4,5,8,19.8,Automatic,236,TWO-SEATER,1.67,10,16,12.5,Gas,13
1587,62.49766179,224,15.9,3.5,5,6,12.6,Automatic,190,FULL-SIZE,1.63,10,19,7.5,Gas,30
1588,77.57457835,202,10.4,3.4,5,6,12.7,Automatic,171,MID-SIZE,1.28,10,18,7.3,Gas,25
1589,116.2047156,216,14.4,2.9,5,6,10.5,Automatic,158,COMPACT,1.54,10,17,8.9,Gas,32
1590,79.44072875,203,10.2,3.2,5,6,8.7,Automatic,96,FULL-SIZE,1.61,10,17,7,Diesel,27
1591,130.9624287,309,13.1,1.7,4,4,12.3,Automatic,90,PICKUP TRUCK - SMALL,1.25,10,19,8.9,Gas,22
1592,67.30318182,180,14.9,2.7,5,4,12.6,Automatic,119,SUV - SMALL,1.38,10,23,9.9,Petrol,40
1593,114.6744891,288,11.1,1.7,4,4,9.4,Manual,162,MINICOMPACT,1.42,10,18,6.6,Gas,21
1594,204.181007,194,11.6,1.5,5,4,8.5,Manual,83,COMPACT,1.34,10,22,5.6,Petrol,32
1595,110.3344455,345,11.6,3.2,5,4,11.8,Automatic,121,SUV - SMALL,1.41,10,16,7.5,Petrol,31
1596,107.8495425,267,20.9,3.5,7,6,10.2,Automatic,165,MINIVAN,1.34,10,18,8.5,Petrol,28
1597,115.513516,235,8.8,3.6,4,6,10.8,Automatic,156,SUV - STANDARD,1.22,10,18,8,Petrol,25
1598,84.11747708,230,9.6,2.8,5,4,6.7,Automatic,91,COMPACT,1.36,10,17,6.7,Petrol,31
1599,85.22701139,237,11.1,2.5,15,6,12.8,Automatic,98,SPECIAL PURPOSE VEHICLE,1.52,10,19,9.9,Petrol,23
1600,89.81594807,108,8.9,1.7,5,4,8.1,Manual,101,COMPACT,1.2,10,17,6.3,Petrol,44
1601,68.57447137,210,7.3,1.9,5,4,8.5,Automatic,102,MID-SIZE,1.44,10,22,6.6,Petrol,37
